carat,depth,table,x,y,z,cut,price
0.34,60.9,57,4.53,4.56,2.76,2,819
0.36,61.6,56,4.62,4.64,2.85,4,819
0.3,60.4,60,4.34,4.3,2.61,3,819
0.3,63.1,54,4.34,4.28,2.72,2,819
0.3,61.1,61,4.3,4.27,2.62,3,819
0.3,62.6,56,4.28,4.25,2.67,4,819
0.3,59.7,63,4.37,4.34,2.6,2,819
0.3,62.2,54,4.33,4.29,2.68,4,819
0.3,62.9,55,4.31,4.28,2.7,4,819
0.3,62.9,58,4.29,4.26,2.69,3,819
0.3,64.4,58,4.21,4.17,2.7,0,819
0.4,62.3,57,4.68,4.73,2.93,4,819
0.37,61.1,58,4.66,4.7,2.86,2,820
0.35,61.8,55,4.53,4.56,2.81,4,820
0.39,62.5,53.1,4.68,4.7,2.93,4,820
0.33,61.4,55,4.46,4.48,2.74,4,820
0.33,62.4,56,4.41,4.45,2.76,4,820
0.4,61.2,56,4.77,4.81,2.93,4,820
0.33,61.6,55,4.44,4.47,2.74,4,820
0.4,59.6,61,4.8,4.86,2.88,1,820
0.27,61.7,57,4.21,4.12,2.57,3,820
0.36,60.7,57.1,4.57,4.65,2.79,2,821
0.32,61.3,57,4.41,4.43,2.71,4,821
0.31,61.2,56,4.4,4.42,2.7,4,821
0.31,61.4,55,4.39,4.4,2.7,4,821
0.31,62.3,57,4.25,4.29,2.66,4,821
0.4,60.5,59,4.78,4.74,2.88,3,821
0.34,62.2,55,4.52,4.48,2.8,3,821
0.36,62.8,57,4.52,4.55,2.85,2,821
0.39,60,57,4.7,4.76,2.84,4,821
0.39,58.8,59,4.8,4.83,2.83,2,821
0.36,62.3,56,4.53,4.56,2.83,4,821
0.39,61.5,59,4.67,4.7,2.88,3,821
0.39,62.4,58,4.61,4.65,2.89,2,821
0.39,58.4,62,4.76,4.79,2.79,2,821
0.36,62.3,56,4.54,4.57,2.84,4,821
0.36,61.9,58,4.54,4.6,2.83,2,821
0.4,61.8,58,4.69,4.72,2.91,2,822
0.38,61.3,57,4.65,4.68,2.86,4,822
0.33,61.1,56,4.5,4.54,2.76,4,822
0.41,60.5,56,4.83,4.85,2.93,2,823
0.39,60.1,59,4.77,4.74,2.86,3,823
0.37,61.1,57,4.63,4.64,2.83,4,823
0.4,59.1,61,4.79,4.82,2.84,1,823
0.42,61,56,4.82,4.86,2.95,4,823
0.42,62,57,4.79,4.82,2.98,4,823
0.33,61.1,55,4.46,4.48,2.73,4,824
0.33,60.7,57,4.48,4.51,2.73,4,824
0.33,61.4,57,4.43,4.46,2.73,4,824
0.36,61.7,56,4.59,4.62,2.84,4,824
0.41,61.9,55,4.79,4.81,2.97,4,824
0.41,61.4,56,4.77,4.8,2.94,4,824
0.41,61.2,55,4.8,4.84,2.95,4,824
0.31,61,56,4.4,4.35,2.67,4,824
0.34,61.9,57,4.48,4.52,2.78,2,825
0.34,61,56,4.51,4.53,2.76,2,825
0.36,59.9,58.6,4.62,4.66,2.77,2,825
0.36,60.1,59,4.62,4.66,2.78,2,825
0.4,60.9,58,4.76,4.79,2.91,4,825
0.45,61.6,54,4.95,4.99,3.06,4,825
0.45,61.9,54,4.95,4.97,3.07,4,825
0.45,62.1,55,4.9,4.92,3.05,4,825
0.32,61.5,55,4.43,4.45,2.73,4,825
0.32,61.8,56,4.4,4.43,2.73,4,825
0.32,61,54,4.44,4.46,2.72,4,825
0.32,61.1,55,4.44,4.46,2.72,4,825
0.32,62.3,54,4.37,4.4,2.73,4,825
0.28,62,53,4.23,4.29,2.64,4,825
0.3,63.3,61,4.21,4.23,2.67,1,825
0.37,62.1,54,4.67,4.73,2.92,1,825
0.42,61.3,58,4.8,4.83,2.95,3,825
0.34,62.3,55,4.49,4.53,2.81,4,826
0.3,59.5,60,4.36,4.38,2.6,4,826
0.3,60,60,4.37,4.39,2.63,4,826
0.3,62.4,55,4.32,4.34,2.7,4,826
0.3,62.6,54,4.28,4.31,2.69,4,826
0.3,62.3,55,4.29,4.32,2.68,4,826
0.4,60.9,56,4.76,4.8,2.91,4,826
0.3,62.6,54,4.3,4.33,2.7,4,826
0.34,58,61,4.56,4.58,2.65,1,826
0.32,60.9,60,4.4,4.43,2.69,3,461
0.32,63.5,57,4.34,4.39,2.77,1,461
0.32,61.8,56,4.4,4.43,2.73,2,461
0.32,63.4,55,4.36,4.38,2.77,1,461
0.28,60.9,57,4.22,4.25,2.58,2,462
0.26,62.2,55,4.06,4.11,2.54,4,462
0.28,62.2,54,4.19,4.23,2.62,4,462
0.23,61.2,62,3.95,3.99,2.43,1,462
0.25,64.6,56,3.97,3.99,2.57,1,462
0.23,62.8,62,3.9,3.93,2.46,1,462
0.31,61.5,59,4.34,4.38,2.68,2,462
0.31,62.1,58,4.33,4.36,2.7,3,462
0.31,63.7,58,4.27,4.3,2.73,1,462
0.31,61.8,60,4.33,4.37,2.69,2,462
0.31,62.9,54,4.3,4.35,2.72,2,462
0.31,62.8,53,4.35,4.37,2.74,2,462
0.31,63.6,54,4.31,4.34,2.75,1,462
0.31,62.8,55,4.32,4.38,2.73,2,462
0.31,62.2,55,4.36,4.38,2.72,4,462
0.31,61.8,60,4.32,4.35,2.68,3,462
0.31,62.5,55,4.3,4.34,2.7,2,462
0.31,62.7,59,4.3,4.35,2.71,2,462
0.31,62.1,59,4.31,4.35,2.69,3,462
0.31,60.1,58,4.38,4.4,2.64,3,462
0.31,63,58,4.3,4.34,2.72,2,462
0.31,60.1,60,4.38,4.41,2.64,3,462
0.31,63.2,54,4.31,4.33,2.73,1,462
0.31,62.1,57,4.32,4.34,2.69,4,462
0.31,63.6,57,4.29,4.33,2.74,1,462
0.31,62.2,55,4.35,4.36,2.71,4,462
0.31,59,59,4.4,4.42,2.6,1,826
0.51,58,60,5.29,5.23,3.05,3,826
0.4,63.4,54.4,4.68,4.73,2.99,1,826
0.31,61.1,56,4.35,4.42,2.68,2,826
0.38,60.9,61,4.66,4.73,2.86,2,827
0.33,61.3,56,4.43,4.47,2.73,4,827
0.28,61.1,55,4.23,4.28,2.6,4,827
0.4,61.2,62,4.7,4.75,2.89,1,827
0.41,64.4,57,4.67,4.71,3.02,1,827
0.41,62.8,58,4.67,4.7,2.94,1,827
0.35,63.3,57,4.53,4.51,2.86,2,827
0.35,62.3,55,4.56,4.52,2.83,4,827
0.35,60.7,57,4.57,4.53,2.76,4,827
0.35,60.2,57,4.61,4.56,2.76,3,827
0.35,61.6,57,4.55,4.54,2.8,4,827
0.35,61.8,59,4.56,4.54,2.81,3,827
0.35,61,60,4.58,4.54,2.78,3,827
0.35,60.1,61,4.59,4.56,2.75,3,827
0.35,60.8,55,4.59,4.56,2.78,4,827
0.35,61.6,55,4.56,4.53,2.8,4,827
0.35,62.1,58,4.54,4.51,2.81,3,827
0.35,62.3,55,4.54,4.51,2.82,4,827
0.35,60.9,58,4.55,4.52,2.76,3,827
0.35,62.3,57,4.52,4.5,2.81,4,827
0.35,61.6,56,4.53,4.49,2.78,4,827
0.35,62.7,56,4.51,4.49,2.82,4,827
0.35,63,57,4.52,4.46,2.83,4,827
0.35,61.3,57,4.57,4.54,2.79,4,827
0.38,60.6,56,4.73,4.7,2.86,4,827
0.5,57.5,66,5.3,5.17,3.01,0,827
0.41,61.6,57,4.76,4.78,2.94,4,827
0.41,60.9,61,4.74,4.75,2.89,2,827
0.41,63.5,57,4.72,4.76,3.01,1,827
0.41,59.8,61,4.78,4.82,2.87,2,827
0.32,61.1,56,4.42,4.45,2.71,4,827
0.41,59.8,58,4.8,4.84,2.88,3,827
0.41,59.2,58,4.8,4.83,2.85,3,827
0.41,61.4,54,4.77,4.84,2.95,4,827
0.41,62.1,57,4.72,4.78,2.95,4,827
0.41,60.8,59,4.78,4.8,2.91,3,827
0.41,62.4,60,4.7,4.73,2.94,3,827
0.41,59.9,59,4.82,4.86,2.9,2,827
0.41,59.7,59,4.81,4.84,2.88,3,827
0.41,62.7,56,4.73,4.77,2.98,4,827
0.41,62.4,58,4.72,4.76,2.96,3,827
0.41,62.6,58,4.71,4.74,2.96,3,827
0.41,62.7,56,4.71,4.76,2.97,4,827
0.41,61.8,59,4.72,4.76,2.93,3,827
0.41,61.4,59,4.75,4.79,2.93,3,827
0.41,62.4,55,4.73,4.76,2.96,4,827
0.41,60.9,58,4.8,4.83,2.93,3,827
0.41,62.7,55,4.75,4.79,2.99,4,827
0.41,61.9,59,4.73,4.77,2.94,3,827
0.41,59.8,57,4.81,4.85,2.89,4,827
0.41,61,56,4.81,4.83,2.94,2,827
0.41,62.6,59,4.73,4.76,2.97,3,827
0.41,61.5,58,4.8,4.82,2.96,3,827
0.41,63.9,55,4.71,4.74,3.02,1,827
0.41,62.7,56,4.74,4.77,2.98,4,827
0.41,63.5,54,4.7,4.75,3,1,827
0.41,62.9,58,4.71,4.74,2.97,2,827
0.41,62.9,59,4.7,4.75,2.97,2,827
0.41,60.9,57,4.79,4.84,2.93,4,827
0.41,62.4,54,4.78,4.81,2.99,4,827
0.41,61.9,56,4.75,4.78,2.95,4,827
0.41,61.6,58,4.73,4.78,2.93,3,827
0.41,61.4,55,4.75,4.8,2.93,4,827
0.41,62,56,4.74,4.78,2.95,2,827
0.41,61.3,57,4.76,4.8,2.93,2,827
0.41,62.8,59,4.73,4.64,2.94,2,827
0.41,61.7,56,4.77,4.8,2.95,4,827
0.41,62.6,60,4.75,4.77,2.98,3,827
0.41,61.7,61,4.7,4.74,2.91,2,827
0.41,61.8,58,4.75,4.77,2.94,3,827
0.41,62.5,56,4.72,4.75,2.96,4,827
0.41,62.3,56,4.73,4.77,2.96,4,827
0.41,63.1,56,4.72,4.75,2.99,1,827
0.41,62.7,56,4.72,4.76,2.97,4,827
0.41,59.9,58,4.81,4.87,2.9,3,827
0.41,62.5,54,4.75,4.78,2.98,4,827
0.41,62.1,58,4.76,4.78,2.96,3,827
0.41,61.4,59,4.75,4.79,2.93,3,827
0.41,63.6,54,4.72,4.75,3.01,1,827
0.41,62.2,57,4.71,4.74,2.94,4,827
0.34,62.4,54,4.45,4.49,2.79,4,827
0.32,62.2,55,4.37,4.41,2.73,4,827
0.32,61.6,56,4.37,4.43,2.71,4,827
0.41,61.8,56,4.77,4.81,2.96,4,827
0.36,61.5,55,4.59,4.62,2.83,4,828
0.31,61.8,54,4.36,4.38,2.7,4,828
0.31,61.5,56,4.39,4.43,2.71,4,828
0.32,61,56,4.42,4.47,2.71,4,828
0.33,60.6,59,4.45,4.5,2.71,4,828
0.31,62.1,54,4.35,4.38,2.71,4,828
0.31,62.4,55,4.33,4.36,2.71,4,828
0.31,62,55,4.34,4.37,2.7,4,828
0.44,62.3,54,4.89,4.86,3.04,4,828
0.39,62.1,53,4.73,4.77,2.95,4,828
0.32,61,56,4.41,4.44,2.7,4,828
0.4,62,54,4.72,4.75,2.94,4,828
0.36,62,55,4.58,4.6,2.85,4,828
0.47,65.2,59,4.75,4.82,3.12,0,828
0.28,62.4,55,4.2,4.17,2.61,4,828
0.28,60.1,59,4.26,4.22,2.55,3,828
0.28,62,56,4.23,4.19,2.61,4,828
0.28,62.4,56,4.2,4.16,2.61,4,828
0.28,62.1,56,4.21,4.19,2.61,4,828
0.28,60.3,57,4.25,4.21,2.55,4,828
0.28,62.9,52,4.21,4.18,2.64,3,828
0.28,61.1,60,4.21,4.17,2.56,3,828
0.28,61.3,60,4.21,4.18,2.57,3,828
0.32,60.8,57,4.42,4.39,2.68,4,828
0.32,63.6,57,4.37,4.34,2.77,1,828
0.32,61,58,4.44,4.41,2.7,3,828
0.32,61.6,55,4.44,4.42,2.73,3,828
0.32,60.2,60,4.48,4.45,2.69,3,828
0.32,62.3,58,4.37,4.33,2.71,3,828
0.32,63.4,56,4.37,4.34,2.76,2,828
0.32,62.1,58,4.39,4.34,2.71,3,828
0.32,62.9,57,4.39,4.36,2.75,4,828
0.32,61.9,55,4.39,4.37,2.71,4,828
0.32,61.7,56,4.42,4.37,2.71,4,828
0.32,61.8,55,4.42,4.38,2.72,4,828
0.32,61.8,55,4.42,4.38,2.72,4,828
0.32,62,55,4.42,4.39,2.73,4,828
0.32,61.2,56,4.43,4.4,2.7,4,828
0.32,59.2,59,4.47,4.45,2.64,3,828
0.32,61.3,55,4.46,4.42,2.72,4,828
0.32,60.5,56,4.44,4.42,2.68,4,828
0.32,61.2,56,4.44,4.42,2.71,4,828
0.32,61.8,55,4.45,4.42,2.74,4,828
0.32,62.1,56,4.43,4.4,2.74,3,828
0.32,60.6,60,4.44,4.4,2.68,3,828
0.32,62.1,55,4.44,4.41,2.75,3,828
0.32,61.2,56,4.45,4.41,2.71,4,828
0.32,62.1,55,4.42,4.4,2.74,4,828
0.32,61.2,57,4.43,4.4,2.7,4,828
0.32,61.3,62,4.42,4.39,2.7,3,828
0.32,61,59,4.43,4.39,2.69,3,828
0.32,61.7,55,4.43,4.39,2.72,4,828
0.32,61.9,55,4.43,4.39,2.73,4,828
0.32,61.6,57,4.42,4.38,2.71,4,828
0.32,62.8,54,4.41,4.38,2.76,4,828
0.32,61.6,56,4.42,4.38,2.71,4,828
0.32,62.1,55,4.41,4.38,2.73,4,828
0.32,61.7,58,4.41,4.38,2.71,3,828
0.32,62.9,57,4.4,4.37,2.76,4,828
0.32,61.7,55,4.41,4.37,2.71,4,828
0.32,62,56,4.41,4.37,2.72,4,828
0.32,63,55,4.38,4.35,2.75,4,828
0.32,62,56,4.39,4.35,2.71,4,828
0.32,62.4,58,4.4,4.35,2.73,3,828
0.32,61.4,58,4.4,4.36,2.69,3,828
0.32,62.1,58,4.39,4.37,2.72,3,828
0.32,62.3,54,4.39,4.37,2.73,4,828
0.32,62.3,56,4.39,4.37,2.73,4,828
0.32,63.2,55,4.39,4.37,2.77,2,828
0.32,61.3,57,4.4,4.37,2.69,4,828
0.32,62.3,55,4.4,4.37,2.73,4,828
0.32,62.8,58,4.39,4.34,2.74,3,828
0.32,61.8,60,4.36,4.35,2.69,3,828
0.32,62.8,59,4.37,4.33,2.73,3,828
0.32,59.4,58,4.48,4.44,2.65,3,828
0.32,61.1,57,4.47,4.44,2.72,4,828
0.32,59.5,61,4.46,4.42,2.64,3,828
0.32,60.7,58,4.45,4.41,2.69,3,828
0.32,61.9,56,4.44,4.41,2.74,4,828
0.32,60.8,58,4.44,4.41,2.69,3,828
0.32,61.2,56,4.44,4.41,2.71,4,828
0.32,59.7,59,4.44,4.41,2.64,3,828
0.32,60.3,55,4.45,4.4,2.67,4,828
0.32,61.3,56,4.43,4.41,2.71,4,828
0.32,62.4,55,4.43,4.41,2.76,4,828
0.32,61.1,57,4.44,4.4,2.7,4,828
0.32,61.2,59,4.42,4.4,2.7,3,828
0.32,61.5,56,4.42,4.4,2.71,4,828
0.32,61.5,55,4.42,4.4,2.71,4,828
0.32,60.2,59,4.43,4.4,2.66,3,828
0.32,61.6,57,4.43,4.4,2.72,4,828
0.32,61.6,55,4.43,4.4,2.72,4,828
0.32,60.6,59,4.44,4.4,2.68,3,828
0.32,61.7,55,4.41,4.4,2.72,4,828
0.32,61.5,58,4.42,4.39,2.71,3,828
0.32,61.1,58,4.42,4.39,2.69,3,828
0.32,61.4,60,4.42,4.38,2.7,3,828
0.32,62.6,55,4.41,4.38,2.75,4,828
0.32,61.7,58,4.41,4.38,2.71,3,828
0.32,62.4,54,4.4,4.38,2.74,4,828
0.32,61,61,4.41,4.38,2.68,3,828
0.32,62.3,56,4.4,4.37,2.73,4,828
0.32,62.5,56,4.38,4.36,2.73,4,828
0.32,61.9,56,4.39,4.37,2.71,4,828
0.32,61.3,57,4.4,4.37,2.69,4,828
0.32,61.3,60,4.4,4.37,2.69,3,828
0.32,62.1,59,4.41,4.35,2.72,3,828
0.32,62.2,55,4.37,4.35,2.71,4,828
0.32,62.4,56,4.37,4.35,2.72,4,828
0.32,62.1,57,4.38,4.35,2.71,4,828
0.32,62.8,57,4.36,4.33,2.73,4,828
0.32,62.4,57,4.38,4.34,2.72,4,828
0.32,62.8,53,4.38,4.34,2.74,4,828
0.32,63.4,57,4.36,4.32,2.75,2,828
0.32,63.2,58,4.35,4.32,2.74,2,828
0.3,60.5,56,4.37,4.33,2.63,4,828
0.32,61.2,56,4.43,4.39,2.7,4,828
0.32,62.5,60,4.35,4.29,2.7,3,828
0.32,62.5,56,4.4,4.37,2.74,4,828
0.44,60.6,58,4.9,4.96,2.99,3,828
0.4,62.7,60,4.64,4.7,2.93,2,828
0.4,62.2,61,4.68,4.71,2.92,2,828
0.4,62.4,56,4.71,4.74,2.95,4,828
0.33,62.1,56,4.43,4.46,2.76,4,828
0.4,62.6,56,4.71,4.75,2.96,4,828
0.32,58.8,59,4.52,4.49,2.65,3,829
0.44,62.8,59,4.88,4.91,3.07,2,829
0.42,63.5,54,4.76,4.72,3.01,2,829
0.33,62,60,4.46,4.41,2.75,3,829
0.32,60.4,57,4.46,4.47,2.7,4,829
0.33,62,59,4.42,4.45,2.75,4,829
0.41,61.6,57,4.77,4.81,2.95,4,829
0.42,60.7,57,4.87,4.84,2.95,4,829
0.34,62,56,4.48,4.46,2.77,4,829
0.34,62.2,57,4.46,4.42,2.76,4,829
0.47,67.9,56,4.84,4.65,3.24,0,829
0.35,62.3,56,4.5,4.52,2.81,4,829
0.35,62.5,55,4.5,4.55,2.83,4,829
0.35,61.8,56,4.51,4.55,2.8,4,829
0.35,62.3,55,4.52,4.54,2.82,4,829
0.35,61.9,58,4.51,4.6,2.82,3,829
0.35,62.3,60,4.5,4.52,2.81,2,829
0.35,60.6,56,4.54,4.57,2.76,4,829
0.35,61.9,55,4.5,4.54,2.8,4,829
0.35,60.4,58,4.53,4.58,2.75,3,829
0.35,60.7,56,4.56,4.6,2.78,4,829
0.35,61.8,55,4.53,4.56,2.81,4,829
0.35,62,58,4.54,4.56,2.82,3,829
0.35,61.6,56,4.53,4.56,2.8,4,829
0.35,62.4,57,4.51,4.56,2.83,4,829
0.35,61.6,57,4.5,4.53,2.78,4,829
0.35,60.8,58,4.55,4.58,2.78,3,829
0.35,61.3,56,4.54,4.56,2.79,4,829
0.35,60.9,57,4.51,4.55,2.76,4,829
0.35,61.2,56,4.53,4.55,2.78,4,829
0.35,61.9,56,4.51,4.53,2.8,4,829
0.35,62,55,4.47,4.53,2.79,4,829
0.45,63.9,57,4.81,4.86,3.09,1,829
0.35,62.4,55,4.48,4.52,2.81,4,829
0.35,59.7,58,4.57,4.61,2.74,3,829
0.35,61.5,56,4.53,4.55,2.79,4,829
0.31,61.8,59,4.33,4.36,2.69,2,830
0.35,62.5,56,4.51,4.55,2.83,4,830
0.42,61.8,55,4.82,4.85,2.99,4,830
0.3,62.3,52.8,4.29,4.33,2.69,4,830
0.3,62,54.4,4.3,4.32,2.67,4,830
0.46,65.6,58,4.8,4.84,3.16,0,830
0.41,60.2,57,4.85,4.81,2.91,4,830
0.41,62,55,4.77,4.74,2.95,3,830
0.41,61.3,59,4.78,4.74,2.92,3,830
0.41,62.1,58,4.79,4.75,2.96,3,830
0.41,62.1,56,4.79,4.75,2.96,4,830
0.41,62.7,57,4.75,4.72,2.97,4,830
0.41,60.8,61,4.79,4.72,2.89,3,830
0.41,63.7,56,4.71,4.68,2.99,1,830
0.41,60.8,58,4.83,4.78,2.92,3,830
0.45,60.1,59,4.96,4.92,3.02,3,830
0.39,63.1,56,4.63,4.69,2.94,1,830
0.43,60.1,58,4.89,4.93,2.95,3,830
0.43,61.5,56,4.82,4.87,2.98,4,830
0.43,61.1,59,4.83,4.89,2.97,3,830
0.43,61.2,58,4.83,4.87,2.97,3,830
0.3,61.4,59,4.27,4.3,2.63,2,831
0.45,61.6,54,4.96,4.98,3.06,4,831
0.38,62.2,53.8,4.65,4.69,2.9,2,831
0.3,61.6,59,4.29,4.33,2.66,2,832
0.3,62.2,56,4.28,4.3,2.67,2,832
0.39,60.1,56,4.77,4.82,2.88,2,832
0.36,59,57,4.71,4.74,2.79,2,832
0.38,62.2,54.6,4.62,4.66,2.89,4,832
0.38,62.5,53.4,4.63,4.66,2.9,4,832
0.38,62.1,53.9,4.64,4.69,2.9,4,832
0.38,62.3,53.3,4.65,4.69,2.91,4,832
0.38,61.3,55.8,4.65,4.71,2.87,4,832
0.44,62.8,60,4.86,4.82,3.04,3,832
0.33,62.4,56,4.41,4.43,2.76,4,832
0.41,62.7,58,4.68,4.73,2.95,2,833
0.35,62.1,56,4.54,4.57,2.82,2,833
0.37,62.7,51,4.65,4.57,2.89,3,833
0.42,61.8,55,4.81,4.83,2.98,4,833
0.41,64.7,56,4.68,4.72,3.04,0,833
0.37,61.3,57,4.64,4.6,2.83,4,833
0.37,59.9,59,4.7,4.68,2.81,3,833
0.37,60.9,60,4.63,4.6,2.81,3,833
0.37,60.1,59,4.68,4.64,2.8,3,833
0.37,60.7,57,4.69,4.64,2.83,3,833
0.37,59.3,60,4.71,4.67,2.78,3,833
0.37,61.2,57,4.63,4.59,2.82,3,833
0.37,61.5,56,4.64,4.59,2.84,4,833
0.37,62.2,57,4.64,4.59,2.87,4,833
0.37,61.3,60,4.63,4.6,2.83,3,833
0.37,60.8,57,4.66,4.61,2.82,4,833
0.31,58.8,62,4.39,4.42,2.59,2,462
0.31,63,56,4.3,4.34,2.72,2,462
0.31,61.7,55,4.37,4.38,2.7,2,462
0.31,61.5,60,4.31,4.34,2.66,2,462
0.31,61.3,56,4.36,4.41,2.69,4,462
0.31,63.1,54,4.33,4.38,2.75,1,462
0.31,62.4,55,4.31,4.34,2.7,2,462
0.31,62.3,56,4.35,4.38,2.72,4,462
0.31,62,56,4.33,4.35,2.69,4,462
0.31,62.6,57,4.27,4.35,2.7,4,462
0.31,63.2,57,4.27,4.3,2.71,1,462
0.31,62.9,59,4.28,4.31,2.7,2,462
0.31,63.9,57,4.28,4.33,2.75,1,462
0.31,60.4,58,4.39,4.42,2.66,2,462
0.31,63.7,55,4.32,4.35,2.76,1,462
0.31,60.7,60,4.34,4.36,2.64,3,462
0.31,62.6,58,4.29,4.34,2.7,3,462
0.31,61.4,58,4.31,4.35,2.66,3,462
0.31,63.1,59,4.29,4.33,2.72,1,462
0.31,61.9,56,4.34,4.38,2.7,2,462
0.27,62.3,54,4.17,4.21,2.61,2,463
0.33,61.4,54,4.44,4.48,2.74,4,463
0.33,61.2,56,4.48,4.51,2.75,4,463
0.33,61.7,55,4.46,4.48,2.76,4,463
0.33,61,57,4.45,4.47,2.72,4,463
0.33,61.3,56,4.44,4.47,2.73,4,463
0.33,60,59,4.47,4.49,2.69,2,463
0.33,59.7,58,4.48,4.53,2.69,3,463
0.33,60.6,58,4.44,4.47,2.7,3,463
0.33,63,56,4.41,4.42,2.78,2,463
0.37,62.8,60,4.59,4.55,2.87,3,833
0.37,61.2,60,4.63,4.58,2.82,3,833
0.37,60.6,54,4.68,4.63,2.82,3,833
0.37,59.3,58,4.75,4.73,2.81,3,833
0.37,61.9,56,4.6,4.57,2.84,4,833
0.37,61.8,58,4.64,4.59,2.85,3,833
0.37,62.7,54,4.6,4.55,2.87,4,833
0.38,61,58,4.67,4.71,2.86,3,833
0.38,60.6,58,4.64,4.67,2.82,3,833
0.38,61.9,59,4.63,4.67,2.88,3,833
0.38,61.9,58,4.62,4.66,2.87,3,833
0.38,61.8,56,4.64,4.65,2.87,4,833
0.38,62,58,4.62,4.64,2.87,3,833
0.38,61.4,57,4.63,4.65,2.85,4,833
0.38,61.9,56,4.63,4.68,2.88,2,833
0.38,60.8,56,4.66,4.71,2.85,4,833
0.44,63.6,58,4.8,4.83,3.06,2,834
0.32,62.8,60,4.32,4.34,2.72,2,834
0.41,60.5,56,4.81,4.85,2.92,2,834
0.32,61.7,57,4.39,4.42,2.72,4,834
0.38,61.2,56,4.68,4.63,2.85,4,834
0.39,62.9,57,4.68,4.64,2.93,4,834
0.39,62,60,4.71,4.65,2.9,3,834
0.39,63,61,4.65,4.62,2.92,3,834
0.41,62.8,56,4.72,4.77,2.98,2,834
0.41,62.8,60,4.72,4.77,2.98,2,834
0.3,62.2,56,4.31,4.27,2.67,4,835
0.3,61,57,4.32,4.31,2.63,4,835
0.35,60,58,4.57,4.59,2.75,2,835
0.41,62.7,60,4.71,4.75,2.96,2,835
0.38,60.4,60,4.7,4.74,2.85,2,835
0.36,61.4,54,4.59,4.63,2.83,4,835
0.36,61.8,54,4.56,4.6,2.83,4,835
0.36,61.8,55,4.58,4.61,2.84,4,835
0.6,62.1,62,5.33,5.27,3.3,3,835
0.35,63,59,4.44,4.48,2.81,2,835
0.3,58.4,62,4.4,4.43,2.58,2,835
0.34,59,62,4.56,4.6,2.7,2,835
0.34,62.3,57,4.44,4.48,2.78,4,835
0.38,62,55,4.65,4.67,2.89,4,836
0.41,64.3,54,4.72,4.68,3.02,1,836
0.41,61,57,4.82,4.79,2.93,4,836
0.41,62.2,56,4.8,4.72,2.96,3,836
0.3,60,55,4.36,4.41,2.63,2,837
0.32,60.8,58,4.39,4.43,2.68,4,837
0.32,60.9,55,4.41,4.43,2.69,4,837
0.32,60.8,56,4.43,4.45,2.7,4,837
0.3,61.1,55,4.34,4.37,2.66,4,837
0.3,61.4,55,4.32,4.34,2.66,4,837
0.3,61.1,57,4.34,4.36,2.65,4,837
0.3,61.3,54,4.34,4.37,2.67,4,837
0.31,62.2,54,4.39,4.36,2.72,4,837
0.31,61.3,57,4.4,4.34,2.68,4,837
0.31,60.5,57,4.41,4.39,2.66,3,837
0.4,62.2,54.4,4.72,4.76,2.95,2,837
0.31,61.6,56,4.35,4.39,2.69,4,837
0.43,60.5,59,4.86,4.89,2.95,2,838
0.41,63,59,4.73,4.76,2.99,2,838
0.33,61.2,56,4.46,4.5,2.74,2,838
0.34,61.8,56,4.48,4.52,2.78,4,838
0.34,60.8,58,4.51,4.53,2.75,4,838
0.34,60.9,56,4.52,4.54,2.76,4,838
0.33,61.6,55,4.46,4.47,2.75,4,838
0.33,61.8,55,4.47,4.5,2.77,4,838
0.33,61.7,54,4.46,4.49,2.76,4,838
0.33,60.9,57,4.49,4.51,2.74,4,838
0.33,61.7,55,4.44,4.48,2.75,4,838
0.33,61.7,55,4.48,4.5,2.77,4,838
0.33,61.1,56,4.47,4.5,2.74,4,838
0.33,62,55,4.45,4.49,2.77,4,838
0.3,61.5,58,4.28,4.31,2.64,4,838
0.3,61.6,56,4.3,4.34,2.66,4,838
0.3,61.2,58,4.28,4.31,2.63,4,838
0.3,61.6,55,4.34,4.36,2.68,4,838
0.3,62.1,56,4.3,4.33,2.68,4,838
0.3,62.8,54,4.27,4.3,2.69,4,838
0.3,62.6,54,4.3,4.33,2.7,4,838
0.3,61.2,57,4.32,4.34,2.65,4,838
0.3,61.6,56,4.31,4.32,2.66,4,838
0.34,61.1,55,4.52,4.55,2.77,4,838
0.42,61.6,55,4.85,4.83,2.98,4,838
0.42,61.9,54,4.87,4.83,3,4,838
0.44,61.6,56,4.9,4.93,3.03,4,838
0.33,61.6,55,4.48,4.51,2.77,4,838
0.33,61.1,56,4.47,4.5,2.74,4,838
0.33,61.4,54,4.47,4.49,2.75,4,838
0.33,62.1,54,4.44,4.48,2.77,4,838
0.33,61.8,54,4.47,4.49,2.77,4,838
0.33,62,55,4.46,4.48,2.77,4,838
0.42,63.6,57,4.79,4.74,3.03,1,838
0.42,58.8,60,4.9,4.86,2.87,3,838
0.42,60.1,58,4.91,4.87,2.94,3,838
0.42,63.2,57,4.77,4.75,3.01,2,838
0.42,63.1,56,4.8,4.74,3.01,2,838
0.38,62,58,4.63,4.6,2.86,3,838
0.38,61.4,57,4.67,4.64,2.86,4,838
0.43,62.8,58,4.85,4.83,3.04,3,839
0.41,61.3,54,4.75,4.87,2.95,2,839
0.37,60.7,57,4.67,4.69,2.84,4,839
0.37,60,59,4.64,4.66,2.79,4,839
0.35,60.5,57,4.58,4.59,2.77,4,839
